#ZVView-data-copy:  31-Jul-2018 05:05:00
#=======================================
#
#name:   ENDF/B-VIII.0: XE-126(N,G)XE-127
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  1974
#data...
#            X            Y
          MeV        barns
   0.000248361      9.54793
   0.000248382      10.1972
   0.000248402      10.9234
   0.000248423      11.7372
   0.000248444      12.6505
   0.000248458      13.3214
   0.000248471       14.047
   0.000248485       14.832
   0.000248501      15.8404
   0.000248515      16.7902
   0.000248529      17.8196
   0.000248543      18.9353
   0.000248557      20.1441
   0.000248572      21.4773
   0.000248586      22.9747
   0.000248601      24.6018
   0.000248613      26.0519
   0.000248628      27.9158
   0.000248645      30.3059
   0.000248661      32.7076
   0.000248679      35.6609
   0.000248694      38.4515
   0.000248709      41.4708
   0.000248725      44.8199
   0.000248741      48.4392
   0.000248757      52.3442
   0.000248772      56.5493
   0.000248787      60.8357
   0.000248802      65.4179
   0.000248817      70.3077
   0.000248832      75.5151
   0.000248848      81.3514
   0.000248864      87.5605
   0.000248879      94.1514
   0.000248895       101.13
   0.000248919      112.337
   0.000248942      124.434
   0.000248966      137.413
    0.00024899      151.252
   0.000249013      165.915
   0.000249045      186.647
   0.000249084      214.194
   0.000249131      248.989
    0.00024921      308.205
   0.000249251      337.352
   0.000249288      362.821
   0.000249326      385.665
   0.000249351      399.055
   0.000249377      410.728
   0.000249402      420.497
   0.000249427      428.203
   0.000249452       433.72
   0.000249479      437.055
     0.0002495      437.868
   0.000249526      436.589
   0.000249555      432.116
   0.000249586      424.338
    0.00024961      416.002
   0.000249636      404.707
   0.000249666      389.376
   0.000249699      370.241
   0.000249736      345.954
    0.00024978       315.06
   0.000249897      227.463
    0.00024993      203.671
   0.000249962      181.504
   0.000249991      163.097
   0.000250019      145.809
    0.00025004       133.63
   0.000250062      121.741
   0.000250086      109.858
    0.00025011        98.86
   0.000250125      92.0173
   0.000250141      85.5596
   0.000250157      79.4798
   0.000250173       73.769
    0.00025019      67.8361
   0.000250209      61.7968
   0.000250224      57.5931
   0.000250238      53.6572
   0.000250253      49.9775
   0.000250267      46.5429
   0.000250282      43.3417
   0.000250296      40.3628
   0.000250311      37.5937
   0.000250325      35.0236
   0.000250341      32.3922
   0.000250354      30.4484
   0.000250367       28.634
    0.00025038      26.9415
   0.000250392      25.3639
   0.000250405      23.8942
   0.000250418       22.526
   0.000250431      21.2527
   0.000250444      20.0683
   0.000250456      18.9669
   0.000250469      17.9431
   0.000250482      16.9914
   0.000250501      15.6885
    0.00025052      14.5212
    0.00025054       13.475
   0.000250555      12.6978
   0.000250571      11.9868
   0.000250587      11.3357
   0.000250603      10.7391
   0.000250618      10.1918
   0.000250634      9.68917
    0.00025065      9.22694
   0.000250673      8.60103
   0.000250697      8.04594
   0.000250721      7.55172
   0.000250744      7.10991
   0.000250768      6.71324
   0.000250791      6.35556
   0.000250821      5.95529
   0.000250851      5.59923
    0.00025088       5.2804
    0.00025091      4.99314
   0.000250939      4.73282
   0.000250969      4.49567
   0.000251008      4.21021
   0.000251047      3.95458
   0.000251087      3.72414
   0.000251132      3.48558
   0.000251158      3.36164
   0.000251209      3.13426
    0.00025126      2.93067
   0.000251311       2.7474
   0.000251362      2.58163
   0.000251414      2.43109
   0.000251465      2.29386
   0.000251516      2.16835
   0.000251579      2.02798
   0.000251642      1.90121
   0.000251705      1.78629
   0.000251768      1.68174
   0.000251831      1.58633
   0.000251894      1.49899
   0.000251957      1.41881
    0.00025202      1.34503
   0.000252099      1.26077
   0.000252178      1.18433
   0.000252256      1.11475
   0.000252335      1.05123
   0.000252414     0.993068
   0.000252493      0.93968
   0.000252571     0.890549
    0.00025265     0.845231
   0.000252745     0.795339
   0.000252839     0.749799
   0.000252934     0.708114
   0.000253028     0.669853
   0.000253123     0.634645
   0.000253217     0.602169
   0.000253359     0.557977
   0.000253469     0.526912
   0.000253595     0.494513
   0.000253721     0.465042
   0.000253847     0.438156
   0.000253973     0.413561
   0.000254099     0.391004
   0.000254225     0.370264
   0.000254351     0.351152
   0.000254485     0.332442
   0.000254627     0.314236
   0.000254768     0.297504
    0.00025491     0.282092
   0.000255052     0.267864
   0.000255264     0.248486
   0.000255477     0.231168
   0.000255642      0.21894
   0.000255831      0.20614
   0.000256021     0.194456
   0.000256209     0.183764
   0.000256398     0.173951
   0.000256587     0.164918
   0.000256776     0.156579
    0.00025706     0.145227
    0.00025728     0.137247
   0.000257501     0.129924
   0.000257721     0.123188
   0.000257942     0.116978
   0.000258273     0.108534
   0.000258604     0.101001
   0.000258824    0.0964224
   0.000259108    0.0909955
   0.000259391    0.0860346
   0.000259675    0.0814915
   0.000259958    0.0773148
   0.000260242    0.0734596
   0.000260667    0.0682214
   0.000261092    0.0635584
   0.000261529    0.0592769
   0.000261966    0.0554423
   0.000262403    0.0519992
    0.00026284    0.0488962
   0.000263277    0.0460728
   0.000263715     0.043504
   0.000264153    0.0411689
   0.000264592    0.0390404
   0.000265176    0.0364712
    0.00026576    0.0341722
   0.000266392    0.0319584
   0.000267023    0.0299911
   0.000267655    0.0282248
   0.000268287    0.0266321
   0.000268945    0.0251371
   0.000269603    0.0237888
   0.000270262    0.0225691
    0.00027092    0.0214636
    0.00027155    0.0204993
   0.000272495    0.0192029
    0.00027344    0.0180613
   0.000274359    0.0170777
   0.000275278    0.0162011
   0.000276257    0.0153696
   0.000277354    0.0145449
   0.000278452    0.0138206
   0.000279622    0.0131347
   0.000280828    0.0125121
   0.000282034     0.011963
   0.000283475      0.01139
   0.000284915    0.0108928
   0.000286356    0.0104609
   0.000287796    0.0100852
   0.000289717   0.00965683
   0.000291638   0.00929725
   0.000293559   0.00899656
   0.000295479   0.00874571
   0.000297456   0.00853202
   0.000299432   0.00835702
   0.000301465   0.00821201
   0.000304514   0.00805297
   0.000307562   0.00794928
   0.000310611   0.00789768
   0.000312644   0.00788522
   0.000316806    0.0079186
   0.000321276   0.00802719
   0.000324663   0.00815681
   0.000329243   0.00838725
   0.000333888   0.00869227
   0.000338599   0.00907499
   0.000343213   0.00952627
   0.000346536   0.00990306
   0.000350096    0.0103565
   0.000353791     0.010892
   0.000357522    0.0115001
